Small Unit Installation Postcode,Jan 2001 - Installations Quantity,Apr 2001 - Installations Quantity,May 2001 - Installations Quantity,Jun 2001 - Installations Quantity,Jul 2001 - Installations Quantity,Aug 2001 - Installations Quantity,Sep 2001 - Installations Quantity,Oct 2001 - Installations Quantity,Nov 2001 - Installations Quantity,Dec 2001 - Installations Quantity,Jan 2002 - Installations Quantity,Feb 2002 - Installations Quantity,Mar 2002 - Installations Quantity,Apr 2002 - Installations Quantity,May 2002 - Installations Quantity,Jun 2002 - Installations Quantity,Jul 2002 - Installations Quantity,Aug 2002 - Installations Quantity,Sep 2002 - Installations Quantity,Oct 2002 - Installations Quantity,Nov 2002 - Installations Quantity,Dec 2002 - Installations Quantity,Jan 2003 - Installations Quantity,Feb 2003 - Installations Quantity,Mar 2003 - Installations Quantity,Apr 2003 - Installations Quantity,May 2003 - Installations Quantity,Jun 2003 - Installations Quantity,Jul 2003 - Installations Quantity,Aug 2003 - Installations Quantity,Sep 2003 - Installations Quantity,Oct 2003 - Installations Quantity,Nov 2003 - Installations Quantity,Dec 2003 - Installations Quantity,Jan 2004 - Installations Quantity,Feb 2004 - Installations Quantity,Mar 2004 - Installations Quantity,Apr 2004 - Installations Quantity,May 2004 - Installations Quantity,Jun 2004 - Installations Quantity,Jul 2004 - Installations Quantity,Aug 2004 - Installations Quantity,Sep 2004 - Installations Quantity,Oct 2004 - Installations Quantity,Nov 2004 - Installations Quantity,Dec 2004 - Installations Quantity,Jan 2005 - Installations Quantity,Feb 2005 - Installations Quantity,Mar 2005 - Installations Quantity,Apr 2005 - Installations Quantity,May 2005 - Installations Quantity,Jun 2005 - Installations Quantity,Jul 2005 - Installations Quantity,Aug 2005 - Installations Quantity,Sep 2005 - Installations Quantity,Oct 2005 - Installations Quantity,Nov 2005 - Installations Quantity,Dec 2005 - Installations Quantity,Jan 2006 - Installations Quantity,Feb 2006 - Installations Quantity,Mar 2006 - Installations Quantity,Apr 2006 - Installations Quantity,May 2006 - Installations Quantity,Jun 2006 - Installations Quantity,Jul 2006 - Installations Quantity,Aug 2006 - Installations Quantity,Sep 2006 - Installations Quantity,Oct 2006 - Installations Quantity,Nov 2006 - Installations Quantity,Dec 2006 - Installations Quantity,Jan 2007 - Installations Quantity,Feb 2007 - Installations Quantity,Mar 2007 - Installations Quantity,Apr 2007 - Installations Quantity,May 2007 - Installations Quantity,Jun 2007 - Installations Quantity,Jul 2007 - Installations Quantity,Aug 2007 - Installations Quantity,Sep 2007 - Installations Quantity,Oct 2007 - Installations Quantity,Nov 2007 - Installations Quantity,Dec 2007 - Installations Quantity,Jan 2008 - Installations Quantity,Feb 2008 - Installations Quantity,Mar 2008 - Installations Quantity,Apr 2008 - Installations Quantity,May 2008 - Installations Quantity,Jun 2008 - Installations Quantity,Jul 2008 - Installations Quantity,Aug 2008 - Installations Quantity,Sep 2008 - Installations Quantity,Oct 2008 - Installations Quantity,Nov 2008 - Installations Quantity,Dec 2008 - Installations Quantity,Jan 2009 - Installations Quantity,Feb 2009 - Installations Quantity,Mar 2009 - Installations Quantity,Apr 2009 - Installations Quantity,May 2009 - Installations Quantity,Jun 2009 - Installations Quantity,Jul 2009 - Installations Quantity,Aug 2009 - Installations Quantity,Sep 2009 - Installations Quantity,Oct 2009 - Installations Quantity,Nov 2009 - Installations Quantity,Dec 2009 - Installations Quantity,Jan 2010 - Installations Quantity,Feb 2010 - Installations Quantity,Mar 2010 - Installations Quantity,Apr 2010 - Installations Quantity,May 2010 - Installations Quantity,Jun 2010 - Installations Quantity,Jul 2010 - Installations Quantity,Aug 2010 - Installations Quantity,Sep 2010 - Installations Quantity,Oct 2010 - Installations Quantity,Nov 2010 - Installations Quantity,Dec 2010 - Installations Quantity
2731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,1,0,0,2,0,2,1,0,3,0,7,5,0,4,3,3,1,5,3,2,5,3,5,7,4,2,2,1,3,1,0,5,5,3,0,3,2,0
2732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,1,3,3,2,2,1,0,1,2,2,1,1,0,4,0,1,0,0,0,0,0,0
2733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
2734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,2,1,1,1,0,0,0,0,0,1,1,2,1,0,0,0,1,0,0,1,1,1,1,0,1,1,0,0,1,0,1,3,3,3,5,2,2,1,2,1,0,2,1,1,0,1,0,2,4,0,2
2739,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,1,1,2,1,1,1,1,0,2,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,2,4,0,1,1,1,1,0,0,2,0,0,0,0,0,0,1,1,0,0,0
2743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2745,0,0,1,0,0,1,0,0,2,0,1,0,0,1,0,0,1,0,0,1,4,1,1,2,1,2,0,1,2,1,1,0,0,0,0,1,0,0,0,2,1,0,4,1,0,1,1,2,1,0,3,1,2,2,1,1,0,0,0,0,0,0,1,1,1,0,2,0,0,1,1,0,0,0,0,0,0,2,1,0,1,0,1,1,3,2,2,1,1,0,1,7,5,2,3,3,3,10,14,16,16,2,6,9,8,9,6,12,9,2,3,4,3,6,8,4,6,2
2747,0,1,1,0,0,1,1,1,0,1,1,0,2,0,0,1,0,1,0,0,1,1,2,2,1,0,0,4,4,1,1,1,2,5,2,6,4,2,0,1,0,9,4,6,3,3,1,2,3,2,4,2,1,3,0,18,2,1,2,0,0,0,2,0,0,0,1,1,1,0,0,1,4,0,1,3,0,3,0,0,3,1,0,2,3,2,1,4,2,6,3,5,4,2,2,7,8,10,23,27,15,11,13,22,17,24,26,9,10,9,7,9,8,14,21,6,6,12
2748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,2,1,0,3,0,0,0,0,0,1,2,0,2,0,0,3,0,2,0,0,0,0,0,1,0,0,1,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,2,1,1,5,2,4,0,1,1,2,3,3,0,3,2,0,3,0,0,1,2,0,0
2749,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,2,2,0,0,0,2,0,1,1,0,1,1,3,3,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,4,2,1,1,2,1,1,1,2,1,10,8,10,2,4,6,2,4,5,8,4,2,4,2,3,5,1,1,2
2750,0,0,0,4,4,0,0,2,2,1,1,1,1,4,0,0,0,4,3,2,4,3,0,2,9,2,7,5,6,7,7,6,6,2,5,3,3,4,3,6,4,7,4,3,17,3,4,6,1,0,6,2,4,1,1,11,5,4,2,0,1,2,1,1,2,3,2,3,0,4,3,1,4,2,1,0,1,4,2,4,2,3,2,0,5,1,4,2,5,6,2,5,5,5,8,9,15,16,22,24,34,21,15,24,27,39,19,27,29,29,19,21,18,9,12,12,16,4
2751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2752,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,2,1,2,2,1,2,1,0,1,0,2,1,0,0,1,1,0,0,1,1,1,2,1,1,1,2,2,3,1,4,3,0,2,5,2,2,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,2,2,0,0,0,1,0,2,0,0,1,0,0,1,1,1,2,1,2,0,1,4,1,5,8,4,5,4,8,4,2,4,6,2,4,4,3,2,2,2
2753,0,0,0,2,0,0,1,0,2,0,0,2,0,1,0,0,1,0,1,3,2,2,3,3,2,1,0,1,3,4,14,2,8,4,2,1,3,1,2,1,3,5,2,1,4,6,2,2,1,3,3,3,3,5,3,4,0,4,0,0,1,0,1,1,0,2,0,3,1,0,0,1,2,1,1,0,1,4,3,2,3,1,0,2,3,0,1,1,0,5,1,0,1,1,3,3,5,6,13,11,13,11,19,15,8,13,11,10,11,1,6,7,16,7,7,0,6,2
2754,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2,1,0,1,0,1,0,0,0,0,0,2,0,1,0,0,1,1,0,0,2,0,1,0,4,2,0,0,0,0,1,0,1,1,1,0,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,2,1,2,0,1,0,1,1,0,0,1,1,1,2,1,2,1,2,3,0,3,2,7,1,1,6,1,2,4,4,3,3,2,4,1,5,4,2,2,1
2756,0,0,0,0,4,2,2,2,1,0,0,2,1,0,1,0,1,0,0,0,0,2,1,1,1,2,1,2,0,3,1,1,6,4,1,0,3,0,1,3,1,7,2,5,2,1,2,3,6,6,2,1,1,6,0,1,0,0,1,0,2,0,2,0,2,2,0,4,1,1,1,1,3,2,2,3,3,1,0,1,3,1,0,1,0,1,2,2,1,8,6,0,6,10,3,8,6,12,14,19,19,14,24,24,33,23,19,22,20,15,15,9,13,19,8,12,12,8
2757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,3,0,1,0,0,0,1,0,1,0,0,0
2758,0,0,0,0,1,0,0,1,0,2,0,0,0,1,0,0,0,0,1,1,2,4,0,0,2,2,2,0,5,4,4,2,3,2,2,2,3,1,4,1,3,3,1,1,1,2,1,2,4,2,3,1,2,2,0,1,0,0,1,1,1,2,1,1,1,2,0,0,2,2,0,1,1,0,1,0,2,2,2,0,1,1,2,3,2,1,1,2,1,3,0,4,0,1,0,2,4,6,10,7,6,3,9,9,7,9,3,8,8,7,5,4,6,8,4,5,3,4
2759,0,0,1,0,0,1,0,1,0,0,1,1,1,1,1,1,0,1,1,2,0,0,0,1,0,0,1,0,2,2,0,2,0,1,1,0,1,1,2,0,0,1,0,1,1,1,2,0,1,3,1,1,0,1,2,7,2,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1,2,2,2,2,2,1,0,3,1,2,6,6,8,5,2,8,10,13,9,9,9,2,2,3,9,2,5,5,3,1,2
2760,0,0,1,2,0,2,0,0,0,0,0,2,0,0,0,2,2,1,3,0,1,0,4,2,5,0,6,1,0,1,4,1,1,0,0,1,0,1,5,2,0,1,1,0,1,0,0,0,1,3,2,1,3,1,1,0,0,0,1,0,1,0,0,1,0,0,4,0,1,2,2,0,2,1,0,1,2,1,4,1,1,0,0,0,1,1,1,2,2,2,2,0,2,5,5,3,2,8,14,7,8,7,9,9,16,11,18,12,5,8,3,17,9,8,4,21,0,5
2761,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,1,2,1,1,0,2,1,1,2,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,3,1,0,0,0,1,3,0,0,2,0,1,2,1,3,4,5,5,2,7,8,5,5,2,3,8,1,7,2,3,2,3,5,1,1
2762,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,5,1,0,1,1,3,1,1,3,1,0,0,1,0,1,2,0,0,0,0
2763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,2,0,3,0,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,2,1,0,0,1,0,0,0,2,0,0,1,2,2,2,1,1,4,2,1,2,1,1,1,1,2,1,2,6,3,5,5,9,3,2,6,9,10,5,1,2,8,8,7,7,1,5,5,2,3
2765,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,2,1,1,1,0,0,1,1,0,2,2,2,1,1,8,8,6,2,3,2,1,2,1,1,0,1,0,4,2,1,1,0,1,0,0,1,0,0,0,2,0,2,0,2,0,1,0,1,0,2,2,1,1,1,0,1,0,1,0,0,1,2,0,0,2,1,2,2,2,3,3,2,0,1,0,2,4,1,6,9,12,19,9,10,13,12,12,11,7,12,3,11,10,8,5,2,4,3,2,3
2766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,1,3,0,0,0,1,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,0,2,1,0,4,2,1,1,3,2,1,1,0,2,2,2,0,1,0,2,5,6,4,6,3,3,4,3,2,2,0,2,1,5,0,1,1,0,3,0
2767,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,2,2,1,0,2,2,0,2,0,1,2,1,3,1,0,1,3,5,2,2,2,4,4,11,5,2,7,5,2,9,2,2,0,1,2,6,0
2768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,1,1,0,2,0,0,0,2,1,0,2,0,0,0,0,1,0,1,0,0,0,2,7,5,0,0,0,0,1,2,7,2,2,1,2,6,5,4,3,1,2,1,4,1,1,0,1,0,1,0,0,0,0,0,0,4,3,0,0,1,0,1,1,1,1,0,2,0,1,1,1,1,0,0,0,0,1,2,1,4,3,1,2,2,3,7,2,1,2,0,1,3,1,2,0,1,0,0
2769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0
2770,0,0,1,0,0,0,0,0,2,1,0,0,1,1,1,1,0,0,1,0,0,2,1,2,2,0,1,0,1,1,1,0,0,1,0,0,0,1,1,0,1,3,1,3,0,1,1,0,0,1,1,0,4,2,0,0,0,1,1,1,0,2,0,0,0,2,0,0,1,0,0,1,1,1,1,3,3,3,1,2,1,0,2,1,1,6,3,3,8,2,0,6,3,2,3,6,15,10,10,6,17,10,23,23,36,21,15,36,36,25,37,65,20,6,38,25,12,9
2773,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,7,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,0,1,2,1,0,0,0,1,2,1,1,0,1,2,1,0,3,4,0,2,2,5,6,6,4,6,4,5,8,1,4,6,2,1,3,1,2,0,1,0
2774,0,0,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,2,0,1,1,0,3,1,1,1,1,1,1,0,2,1,1,1,0,0,0,0,0,2,0,1,0,0,1,3,0,0,0,0,0,2,0,0,0,0,1,0,1,0,1,1,1,2,0,0,0,3,2,2,3,2,2,5,0,1,4,1,1,0,2,1,2,0,1,2,3,2,5,8,8,9,7,10,4,10,8,11,4,12,3,4,9,7,3,3,12,1,3
2775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,2,0,0,0,1,1,1,1,2,2,0,2,0,0,0,0,0,0,2,0,0,1
2776,0,0,0,0,1,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,2,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1,0,2,1,3,3,1,2,1,0,0,4,1,1,1,2,7,6,7,2,4,2,2,5,0,3,1,2,1,1,1,0,1
2777,0,0,0,0,0,1,0,2,1,1,0,1,0,0,0,2,0,0,0,0,0,0,1,0,1,1,0,1,2,1,0,3,2,0,0,1,1,1,1,0,0,0,0,0,1,2,0,0,2,1,1,1,0,1,0,0,0,2,0,0,0,2,1,0,1,0,1,0,0,1,1,0,0,0,0,0,6,4,3,4,2,1,1,1,2,3,3,2,4,3,6,2,0,0,2,3,6,8,9,14,11,15,8,19,10,7,14,5,8,2,7,6,6,12,7,2,5,5
2778,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,1,0,0,0,0,0,0,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,2,1,0,1,1,0,1,0,0,4,2,1,2,1,2,4,2,2,1,3,1,1,1,3,3,0,2,2,0
2779,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,4,0,0,0,1,1,1,1,3,1,2,1,2,4,0,2,4,2,4,3,1,3,2,3,3,4,0,1,4,1,0,2,0,3
2780,0,0,0,0,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,1,3,0,0,2,0,3,1,2,1,4,3,3,7,3,2,3,1,3,8,7,15,5,8,6,1,1,2,4,3,2,1,1,1
2782,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,2,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,2,1,0,1,0,2,1,0,0,2,1,1,0,0,0,1,1,1,0,0,0,0,0,3,5,1,2,1,4,3,2,1,0,4,1,5,2,2,4,4,1,3,2,4,2,1,3,1,1,2
2783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,2,1,0,1,1,0,2,0,1,2,0,1,0,0,1,1,2,2,1,2,1
2784,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0,0,0,0,1,2,1,1,3,0,0,0,0,0,0,0,1,0
2785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,1,3,0,0,0,0,1,1,1,1,2,3,1,1,1,2,0,0,1,1,2,2,5
2786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0
2787,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,2,0,0,1,0,1,2,0,1,1,0,1,2,0,1,0,0,0,1,1,1,2,0,1,0,0,0,0,1,3,0,0,1,3,3,1,2,0,1,1,2,0,2,2,0,1,4,0,0,4,2,1,2,3,1,2,1,2,3,2,2,0
2790,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,2,0,0,0,1,1,0,0,0,0,3,1,0,0,0,0,0,2,0,0,2,1,1,0,0,0,1,0,1,2,1,0,0,2,1,1,0,0,2,0,1,1,0,0,1,0,1,0,1,2,0,3,5,3,0,1,2,1,4,4,5,5,2,2,2,3,3,6,2,2,11,3
2791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
2792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0
